date,Govt Bond Yield 10 Yr,Real GDP Growth,BI7DRR,Deposit Rate 1M,Deposit Rate 3M,Deposit Rate 6M,Deposit Rate 12M,CPI,JISDOR Exchange Rate,Informal Employment,Cement,Stock Index,Fed Funds,FX,FPI,IPI,JIBOR,JIBOR_1,PMI,Money Supply,Money Supply_1,Motor Sales,Retail,CCI,Exports,Imports,Loans,Trade Bal,Unemployment,Gov Bond,Import Price Index,GFCF,Capacity Utilization,Terms of Trade,Disposable Income,Crude Oil Price,Household Debt,Tax Revenue,Export Price Index,Fiscal Balance,Manufacturing Wages YoY,Household Consumption,Imports Capital Goods,Government Expenditure
1958-12-30,,0.0,,,,,,,,0.0,0.0,,1.77076923076923,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.65,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1959-06-30,,0.0,,,,,,,,0.0,0.0,,2.8477971759423353,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.123333333333335,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1959-12-30,,0.0,,,,,,,,0.0,0.0,,3.781058726220015,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.54333333333333,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1960-06-30,,0.0,,,,,,,,0.0,0.0,,3.8198988905051197,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.373333333333335,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1960-12-30,,0.0,,,,,,,,0.0,0.0,,2.623966087675765,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.86,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1961-06-30,,0.0,,,,,,,,0.0,0.0,,1.85614439324117,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.788333333333335,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1961-12-30,,0.0,,,,,,,,0.0,0.0,,2.015115798180315,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.976666666666665,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1962-06-30,,0.0,,,,,,,,0.0,0.0,,2.52734845799362,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.9450000000000003,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1962-12-30,,0.0,,,,,,,,0.0,0.0,,2.8790502776793048,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.9466666666666654,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1963-06-30,,0.0,,,,,,,,0.0,0.0,,2.96300248138958,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.92833333333333,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1963-12-30,,0.0,,,,,,,,0.0,0.0,,3.381255169561625,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.076666666666664,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1964-06-30,,0.0,,,,,,,,0.0,0.0,,3.4753491343658203,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.1899999999999995,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1964-12-30,,0.0,,,,,,,,0.0,0.0,,3.51496071133168,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.18333333333333,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1965-06-30,,0.0,,,,,,,,0.0,0.0,,4.03177702942219,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.205,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1965-12-30,,0.0,,,,,,,,0.0,0.0,,4.122653432588915,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.359999999999999,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1966-06-30,,0.0,,,,,,,,0.0,0.0,,4.731248138957815,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.775,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1966-12-30,,0.0,,,,,,,,0.0,0.0,,5.4898436724565745,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.071666666666665,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1967-06-30,,0.0,,,,,,,,0.0,0.0,,4.411593879239041,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.701666666666665,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1967-12-30,,0.0,,,,,,,,0.0,0.0,,4.017602150537635,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.445,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1968-06-30,,0.0,,,,,,,,0.0,0.0,,5.371195701776905,,0.0,0.0,,,,3352.14274858,6978.04748524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.676666666666665,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1968-12-30,,0.0,,,,,,,,0.0,0.0,,5.93172619047619,,0.0,0.0,,,,8481.951571900001,9331.01444918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.615,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1969-06-30,,0.0,,,,,,24.264101953333352,,0.0,0.0,,7.47949084249084,,0.0,0.0,,,,10484.384407189998,13349.86212274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.265000000000001,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1969-12-30,,0.0,,,,,,8.776248968333315,,0.0,0.0,,8.96940446650124,,0.0,0.0,,,,13630.8197257,17951.69670385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.07666666666667,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1970-06-30,,0.0,,,,,,14.21098837833335,,0.0,0.0,,8.185668616329906,,0.0,0.0,,,,15186.97528559,19685.64303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.54,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1970-12-30,,0.0,,,,,,10.735724649999984,,0.0,0.0,,6.135329197684035,,0.0,0.0,,,,15965.53461556,21476.220433720002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1566666666666645,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1971-06-30,,0.0,,,,,,5.731827486666665,,0.0,0.0,,4.209252983575565,,0.0,0.0,,,,18690.450982219998,25877.60359327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.1316666666666695,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1971-12-30,,0.0,,,,,,2.74828324166667,,0.0,0.0,,5.122538875103389,,0.0,0.0,,,,19753.911326330002,28320.81941728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.186666666666665,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1972-06-30,,0.0,,,,,,2.055483605,,0.0,0.0,,3.91998362853313,,0.0,0.0,,,,22062.73051036,35940.48842579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.088333333333329,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1972-12-30,,0.0,,,,,,11.035156801666666,,0.0,0.0,,4.93243507030604,,0.0,0.0,,,,27375.38713468,42957.51112094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.331666666666665,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1973-06-30,,0.0,,,,,,24.37218338666665,,0.0,0.0,,7.12938845563039,,0.0,0.0,,,,33585.677855300004,50671.60107438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.705,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1973-12-30,,0.0,,,,,,37.9184067366667,,0.0,0.0,,10.271182382134015,,0.0,0.0,,,,41707.63351822,62186.69023096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.98,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1974-06-30,,0.0,,,,,,46.35936882166665,,0.0,0.0,,10.25803169679781,,0.0,0.0,,,,46115.09811328,73422.25752901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.29833333333333,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1974-12-30,,0.0,,,,,,35.52724260166665,,0.0,0.0,,10.689682382133974,,0.0,0.0,,,,57770.398351170006,92138.16399868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.816666666666665,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1975-06-30,,0.0,,,,,,19.14850583833335,,0.0,0.0,,5.83739359565166,,0.0,0.0,,,,64782.472837819994,103447.41855786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.795,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1975-12-30,,0.0,,,,,,19.2278360533333,,0.0,0.0,,5.77787551695616,,0.0,0.0,,,,76689.93751606,122764.11792476001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.18,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
1976-06-30,,0.0,,,,,,20.4316805366667,,0.0,0.0,,5.01397624140783,,0.0,0.0,,,,87034.59772098,142528.71972261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.76333333333333,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
