date,cpi_yoy,gdp_yoy,usd_idr,policy_rate_7drr,deposit_rate_1m,deposit_rate_3m,deposit_rate_6m,deposit_rate_12m,jibor_avg,ipi,pmi,money_supply,jci
1971-10-31,4.37955071,,415.0,,,,,,,,,2976.3878186,
1971-11-30,3.52113184,,415.0,,,,,,,,,3810.4355774,
1971-12-31,2.0978969,,415.0,,,,,,,,,3109.6199128,
1972-01-31,1.36054075,,415.0,,,,,,,,,3927.9930133,
1972-02-29,0.66225001,,415.0,,,,,,,,,3335.0048754,
1972-03-31,0.66225001,,415.0,,,,,,,,,3387.53021944,
1972-04-30,2.01341776,,415.0,,,,,,,,,3417.69723836,
1972-05-31,4.1379345,,415.0,,,,,,,,,4327.2272657,
1972-06-30,3.4965086,,415.0,,,,,,,,,3667.27789816,
1972-07-31,2.79720964,,415.0,,,,,,,,,4689.56080015,
1972-08-31,4.22535543,,415.0,,,,,,,,,3936.29761512,
1972-09-30,6.38297664,,415.0,,,,,,,,,4185.0210104,
1972-10-31,9.0909141,,415.0,,,,,,,,,5564.19782625,
1972-11-30,17.68707,,415.0,,,,,,,,,4377.02594068,
1972-12-31,26.027415,,415.0,,,,,,,,,4623.28394208,
1973-01-31,21.476509,,415.0,,,,,,,,,5929.7365307,
1973-02-28,19.73684534,,415.0,,,,,,,,,4811.80446108,
1973-03-31,21.05264454,,415.0,,,,,,,,,4994.5819578,
1973-04-30,24.34211012,,415.0,,,,,,,,,6674.349978,
1973-05-31,25.16556576,,415.0,,,,,,,,,5490.64650008,
1973-06-30,34.45942556,,415.0,,,,,,,,,5684.55842764,
1973-07-31,42.17681697,,415.0,,,,,,,,,7235.6665151,
1973-08-31,41.21616523,,415.0,,,,,,,,,5903.8024268,
1973-09-30,44.00006092,,415.0,,,,,,,,,6026.49487692,
1973-10-31,42.30763598,,415.0,,,,,,,,,7987.88146085,
1973-11-30,30.63587527,,415.0,,,,,,,,,6378.1714824,
1973-12-31,27.17388605,,415.0,,,,,,,,,8175.61675615,
1974-01-31,42.54147145,,415.0,,,,,,,,,6806.66509364,
1974-02-28,46.70335361,,415.0,,,,,,,,,6972.19416224,
1974-03-31,47.28262638,,415.0,,,,,,,,,7393.76552908,
1974-04-30,49.20633035,,415.0,,,,,,,,,9347.9785864,
1974-05-31,49.20633035,,415.0,,,,,,,,,7750.27527948,
1974-06-30,43.21610079,,415.0,,,,,,,,,7844.21946244,
1974-07-31,36.84211022,,415.0,,,,,,,,,10019.2357426,
1974-08-31,36.84211022,,415.0,,,,,,,,,8066.70043416,
1974-09-30,35.18510076,,415.0,,,,,,,,,10454.9275107,
1974-10-31,35.13520227,,415.0,,,,,,,,,8777.31565212,
1974-11-30,35.39821852,,415.0,,,,,,,,,8945.47441764,
1974-12-31,33.76071362,,415.0,,,,,,,,,11506.74459395,
1975-01-31,22.48060418,,415.0,,,,,,,,,9419.49618788,
1975-02-28,19.47562891,,415.0,,,,,,,,,9606.52388364,
1975-03-31,19.92620382,,415.0,,,,,,,,,12100.63474735,
1975-04-30,17.37593606,,415.0,,,,,,,,,10064.36950128,
1975-05-31,18.43970046,,415.0,,,,,,,,,10286.83043692,
1975-06-30,17.1929616,,415.0,,,,,,,,,13304.61808075,
1975-07-31,17.83217674,,415.0,,,,,,,,,11081.19435468,
1975-08-31,18.88113237,,415.0,,,,,,,,,11395.59674912,
1975-09-30,20.89041027,,415.0,,,,,,,,,15143.91998985,
1975-10-31,18.66663078,,415.0,,,,,,,,,11748.23433444,
1975-11-30,19.6078545,,415.0,,,,,,,,,11938.27073152,
1975-12-31,19.48881166,,415.0,,,,,,,,,15382.72135645,
1976-01-31,20.88603374,,415.0,,,,,,,,,12757.72224288,
1976-02-29,22.25703742,,415.0,,,,,,,,,13069.822049,
1976-03-31,19.99997576,,415.0,,,,,,,,,16861.17335625,
1976-04-30,18.42899313,,415.0,,,,,,,,,13522.68225668,
1976-05-31,19.46112269,,415.0,,,,,,,,,17154.72326565,
1976-06-30,21.55692048,,415.0,,,,,,,,,13668.47455052,
1976-07-31,21.66173598,,415.0,,,,,,,,,14068.09270416,
1976-08-31,22.64705848,,415.0,,,,,,,,,18120.5625062,
1976-09-30,20.96322528,,415.0,,,,,,,,,15415.87821368,
1976-10-31,19.94386793,,415.0,,,,,,,,,15119.6129042,
1976-11-30,16.93986483,,415.0,,,,,,,,,19397.28221515,
1976-12-31,14.1711451,,415.0,,,,,,,,,15801.2189124,
1977-01-31,13.61260675,,415.0,,,,,,,,,19637.52332015,
1977-02-28,11.53845765,,415.0,,,,,,,,,16175.57877572,
1977-03-31,12.05129707,,415.0,,,,,,,,,17200.40098096,
1977-04-30,12.49998116,,415.0,,,,,,,,,18115.31247556,
1977-05-31,12.28068443,,415.0,,,,,,,,,22793.51070815,
1977-06-30,10.3448209,,415.0,,,,,,,,,18746.26204724,
1977-07-31,10.97560741,,415.0,,,,,,,,,18749.47176636,
1977-08-31,9.8321446,,415.0,,,,,,,,,23677.6802094,
1977-09-30,8.89925476,,415.0,,,,,,,,,19311.48029108,
1977-10-31,9.13347844,,415.0,,,,,,,,,24508.26237975,
1977-11-30,10.04670768,,415.0,,,,,,,,,19738.69081452,
1977-12-31,11.94374757,,415.0,,,,,,,,,19735.98289496,
1978-01-31,10.13821309,,415.0,,,,,,,,,25189.8777136,
1978-02-28,10.11495356,,415.0,,,,,,,,,20492.05448884,
1978-03-31,10.06865917,,415.0,,,,,,,,,20096.3011324,
1978-04-30,11.11109622,,415.0,,,,,,,,,20485.98953572,
1978-05-31,8.92859341,,415.0,,,,,,,,,26195.21694505,
1978-06-30,7.36610165,,415.0,,,,,,,,,20471.15919452,
1978-07-31,7.47254431,,415.0,,,,,,,,,27496.48444475,
1978-08-31,8.07862187,,415.0,,,,,,,,,22502.88512392,
1978-09-30,5.16131218,,415.0,,,,,,,,,22710.91044852,
1978-10-31,5.79397201,,415.0,,,,,,,,,29111.4625802,
1978-11-30,7.00639872,,529.545,,,,,,,,,15909.8046434,
1978-12-31,6.69460291,,625.0,,,,,,,,,16193.44332164,
1979-01-31,6.90379508,,625.0,,,,,,,,,21016.5693867,
1979-02-28,9.18581286,,595.065,,,,,,,,,17293.2717758,
1979-03-31,8.73180116,,622.894,,,,,,,,,17844.136637,
1979-04-30,10.00002814,,624.406,,,,,,,,,22071.51878535,
1979-05-31,13.72950795,,625.653,,,,,,,,,18225.48672068,
1979-06-30,18.29519267,,626.07,,,,,,,,,19097.56828576,
1979-07-31,19.22288733,,625.423,,,,,,,,,23461.76782215,
1979-08-31,20.40401549,,625.598,,,,,,,,,19734.01331104,
1979-09-30,22.90388375,,625.75,,,,,,,,,20056.66975376,
1979-10-31,22.92092053,,626.365,,,,,,,,,24832.6404091,
1979-11-30,21.03173704,,627.42,,,,,,,,,20774.48813596,
1979-12-31,20.58819895,,627.022,,,,,,,,,27340.56988445,
1980-01-31,21.72208439,,626.74,,,,,,,,,23032.81948744,
1980-02-29,20.65006298,,629.34,,,,,,,,,23819.96841796,
1980-03-31,21.0324862,,629.0,,,,,,,,,30091.7653437,
1980-04-30,18.55286275,,628.917,,,,,,,,,25198.77730584,
1980-05-31,19.45942896,,627.221,,,,,,,,,26262.95556572,
1980-06-30,18.27769626,,625.458,,,,,,,,,33205.1337138,
1980-07-31,16.80961922,,625.537,,,,,,,,,27332.23300712,
1980-08-31,15.60405912,,626.466,,,,,,,,,29016.98218304,
1980-09-30,14.97503658,,625.212,,,,,,,,,37015.54702375,
1980-10-31,16.00658725,,625.74,,,,,,,,,30029.08015796,
1980-11-30,17.70492396,,626.98,,,,,,,,,36836.69534788,
1980-12-31,17.07317776,,627.317,,,,,,,,,40227.53644095,
1981-01-31,17.36335403,,627.356,,,,,,,,,32346.18464616,
1981-02-28,16.48179153,,629.34,,,,,,,,,32730.47241864,
1981-03-31,16.90361889,,628.311,,,,,,,,,41437.62295475,
1981-04-30,16.90141453,,628.86,,,,,,,,,33759.54741672,
1981-05-31,12.82052653,,629.65,,,,,,,,,34530.81134716,
1981-06-30,11.58988268,,630.673,,,,,,,,,44207.13971175,
1981-07-31,11.60059578,,632.426,,,,,,,,,36321.82069772,
1981-08-31,10.88532643,,633.624,,,,,,,,,45148.67073955,
1981-09-30,10.41969569,,633.192,,,,,,,,,37398.68863616,
1981-10-31,9.81506162,,634.13,,,,,,,,,38619.91912888,
1981-11-30,7.10306456,,634.66,,,,,,,,,48998.4436445,
1981-12-31,7.36112308,,638.858,,,,,,,,,40504.81898628,
1982-01-31,10.8219266,,645.467,,,,,,,,,41161.19795652,
1982-02-28,10.74830679,,648.177,,,,,,,,,41138.77609916,
1982-03-31,10.13515078,,648.365,,,,,,,,,51687.0853264,
1982-04-30,9.10307104,,652.604,,,,,,,,,42711.71619336,
1982-05-31,9.09090191,,652.604,,,,,,,,,53677.35224095,
1982-06-30,9.05458658,,655.577,,,,,,,,,43182.77824696,
1982-07-31,8.94736078,,658.68499999,,,,,,,,,44494.26299836,
1982-08-31,7.85340908,,662.4,,,,,,,,,54928.64070175,
1982-09-30,8.91218098,,667.54,,,,,,,,,44704.29291824,
1982-10-31,8.93783557,,676.12,,,,,,,,,44059.78579936,
1982-11-30,9.88294394,,682.875,,,,,,,,,54631.08531305,
1982-12-31,9.96118747,,686.635,,,,,,,,,41435.67439808,
1983-01-31,9.88875109,,693.89,,,,,,,,,50804.53632155,
1983-02-28,9.45945652,,699.115,,,,,,,,,41015.4726094,
1983-03-31,8.71165125,,701.55999999,,,,,,,,,41588.13203888,
1983-04-30,11.28834875,,968.64,,,,,,,,,28979.35774512,103.95
1983-05-31,12.13235445,,967.565,,,,,,,,,37547.10556105,103.2
1983-06-30,13.43102826,,972.962,,,,,,,,,30428.05625552,97.79
1983-07-31,13.16424894,,977.546,,,,,,,,,31475.38800052,96.44
1983-08-31,13.59223139,,982.5,,,,,,,,,38923.4768707,95.31
1983-09-30,13.5980662,,983.84,,,,,,,,,31116.14933228,95.29
1983-10-31,12.24731968,,982.28,,,,,,,,,38419.82351135,92.31
1983-11-30,11.95267309,,988.0,,,,,,,,,30261.5082242,88.81
1983-12-31,12.00000185,,993.28,,,,,,,,,30299.78426956,85.62
1984-01-31,10.79864972,,994.308,,,,,,,,,38294.8484121,83.11
1984-02-29,12.34566919,,993.16,,,,,,,,,31484.49551688,83.32
1984-03-31,13.20542697,,996.23,,,,,,,,,31710.9772434,81.58
1984-04-30,12.12788453,,1002.16,,,,,,,,,40048.1379607,80.08
1984-05-31,11.80328391,,1007.24,,,,,,,,,31617.72750716,79.59
1984-06-30,10.44132662,,1010.21,,,,,,,,,31758.37798236,78.39
1984-07-31,9.92529178,,1020.64,,,,,,,,,39295.2559393,77.07
1984-08-31,9.82906406,,1037.27,,,,,,,,,30347.91770796,75.48
1984-09-30,8.79237419,,1057.17,,,,,,,,,29842.1704344,74.1
1984-10-31,8.89832073,,1060.19,,,,,,,,,37845.56195745,72.02
1984-11-30,8.66808324,,1063.12,,,,,,,,,30981.18473956,71.02
1984-12-31,9.0336151,,1069.64,,,,,,,,,39480.60914035,67.68
1985-01-31,5.88832215,,1079.5,,,,,,,,,30953.56911068,71.87
1985-02-28,3.69631217,,1087.6,,,,,,,,,31214.26411712,72.19
1985-03-31,3.68892175,,1098.63,,,,,,,,,32036.84683628,71.26
1985-04-30,4.91642793,,1105.09,,,,,,,,,39341.96187625,70.14
1985-05-31,4.59431689,,1114.0,,,,,,,,,32585.75484688,66.6
1985-06-30,5.26315992,,1117.39,,,,,,,,,33179.18956196,65.44
1985-07-31,4.75727546,,1117.35,,,,,,,,,41075.7190165,66.27
1985-08-31,4.86380056,,1117.05,,,,,,,,,33524.1052552,67.85
1985-09-30,4.77119132,,1121.67,,,,,,,,,41835.93466385,67.71
1985-10-31,4.76653029,,1121.85,,,,,,,,,33668.2181056,68.53
1985-11-30,5.05836024,,1122.12,,,,,,,,,34084.1319428,66.88
1985-12-31,4.43159159,,1124.71,,,,,,,,,44041.00844815,66.53
1986-01-31,5.17737526,,1126.69,,,,,,,,,36038.6530868,66.83
1986-02-28,6.45472104,,1127.25,,,,,,,,,36037.65661828,66.64
1986-03-31,5.86538343,,1127.13,,,,,,,,,45664.18927305,66.07
1986-04-30,3.28022574,,1124.28,,,,,,,,,36762.05058844,65.5
1986-05-31,4.29907722,,1125.8,,,,,,,,,36480.8781682,65.92
1986-06-30,3.51850224,,1130.09,,,,,,,,,44981.44313115,64.37
1986-07-31,3.42910912,,1130.37,,,,,,,,,36366.72994004,63.29
1986-08-31,3.71056592,,1130.56,,,,,,,,,36634.62736508,61.71
1986-09-30,6.87732019,,1436.2,,,,,,,,,34215.1653751,61.82
1986-10-31,8.91364831,,1633.19,,,,,,,,,27719.9201948,65.8
1986-11-30,9.16666697,,1647.88,,,,,,,,,28280.7432736,66.95
1986-12-31,9.13284205,,1651.28,,,,,,,,,34663.20310195,69.69
1987-01-31,8.20419073,,1631.19,,,,,,,,,27974.16189724,70.1
1987-02-28,8.95925821,,1639.42,,,,,,,,,27822.9449712,71.54
1987-03-31,9.08266565,,1647.13,,,,,,,,,34285.1637025,74.21
1987-04-30,9.07440468,,1641.68,,,,,,,,,27982.7554776,75.21
1987-05-31,9.76702356,,1641.77,,,,,,,,,29992.99006924,78.86
1987-06-30,9.83900987,,1645.15,,,,,,,,,34557.7560192,78.86
1987-07-31,10.48386058,,1645.15,,,,,,,,,28680.113587,78.02
1987-08-31,10.91235961,,1640.96,,,,,,,,,36264.10834455,78.95
1987-09-30,8.6086958,,1645.54,,,,,,,,,28987.36068268,81.51
1987-10-31,7.92838711,,1649.3,,,,,,,,,29497.88061088,82.07
1987-11-30,9.24512107,,1648.25,,,,,,,,,37096.46388625,81.61
1987-12-31,9.29838719,,1650.64,,,,,,,,,29859.41948832,82.58
1988-01-31,9.26707009,,1655.71428571,,,,,,,,,30298.94209276,83.531
1988-02-29,8.30566045,,1661.04761905,,,,,,,,,37872.14460185,87.966
1988-03-31,8.65944128,,1660.0,,,,,,,,,29768.330357,93.479
1988-04-30,9.31780309,,1661.66666667,,,,,,,,,30344.27202336,100.528
1988-05-31,8.24490474,,1669.40909091,,,,,,,,,38421.0373557,113.665
1988-06-30,8.38761881,,1676.63636364,,,,,,,,,30441.32521956,115.414
1988-07-31,9.16465053,,1686.57142857,,,,,,,,,31475.94149428,117.943
1988-08-31,8.95160127,,1694.0,,,,,,,,,39030.40370865,134.286
1988-09-30,8.16651854,,1698.27272727,,,,,,,,,30777.2456358,132.267
1988-10-31,7.10900238,,1704.80952381,,,,,,,,,38824.9575129,137.055
1988-11-30,5.74533926,,1713.18181818,,,,,,,,,31558.2884462,152.475
1988-12-31,5.56845314,,1721.18181818,,18.37,17.75,18.99,18.49,,,,32422.4994458,305.12
1989-01-31,5.78256793,,1721.86363636,,18.42,17.83,19.09,18.7,,,,40255.3946858,298.064
1989-02-28,6.51839592,,1730.05,,18.86,19.13,19.26,19.52,,,,32630.1191708,307.348
1989-03-31,6.66666365,,1738.17391304,,18.15,17.95,19.16,18.82,,,,33641.1760564,333.537
1989-04-30,7.6103459,,1742.75,,18.23,18.72,18.96,19.4,,,,34528.77892724,295.954
1989-05-31,7.31522847,,1756.04347826,,17.9,18.47,18.94,19.33,,,,42690.82432205,295.02
1989-06-30,6.68670444,,1758.09090909,,17.48,18.03,18.8,19.3,,,,35638.77925432,302.022
1989-07-31,6.01782571,,1762.14285714,,17.25,17.76,18.65,19.29,,,,44802.49651905,320.739
1989-08-31,5.69948111,,1769.13043478,,16.96,17.73,18.45,19.22,,,,36238.06139548,475.673
1989-09-30,5.92155434,,1774.85714286,,16.51,17.65,18.33,19.14,,,,38593.11989816,448.913
1989-10-31,6.34218448,,1775.45454545,,16.54,17.48,18.21,18.99,,,,49299.69032845,441.649
1989-11-30,6.38766214,,1781.86363636,,16.11,17.27,17.98,18.88,,,,40290.50745144,401.928
1989-12-31,6.0805866,,1782.33333333,,16.03,17.06,17.7,18.58,,,,43889.35668064,399.687
1990-01-31,6.55976473,,1791.56521739,,15.96,16.78,17.39,18.26,,,,53390.09582495,441.805
1990-02-28,6.26349632,,1797.45,,14.48,16.55,17.15,18.01,,,,42908.70232128,504.267
1990-03-31,5.60345712,,1806.59090909,,15.46,16.23,16.9,17.79,,,,47801.97713888,609.017
1990-04-30,5.16266164,,1813.42857143,,15.42,15.85,16.57,17.6,,,,61633.15274615,638.798
1990-05-31,5.34083246,,1817.95652174,,15.5,15.99,16.29,17.47,,,,47340.12143332,636.401
1990-06-30,6.97183161,,1827.28571429,,15.88,16.08,16.3,17.28,,,,49873.53497604,624.326
1990-07-31,8.82972123,,1834.31818182,,16.64,16.5,16.34,17.2,,,,62601.5868391,613.574
1990-08-31,9.38375555,,1842.39130435,,17.93,17.24,16.87,17.41,,,,49495.17589008,571.02
1990-09-30,9.71347996,,1847.15,,19.17,18.36,17.48,17.61,,,,49464.17066228,468.509
1990-10-31,9.98612986,,1848.95652174,,19.94,19.47,17.98,17.83,,,,61485.05804905,416.489
1990-11-30,9.79987022,,1858.54227273,,20.75,20.32,18.67,18.07,,,,49332.57259184,382.203
1990-12-31,9.9447507,,1874.0952381,,21.59,21.0,19.63,18.53,,,,61854.28256845,417.788
1991-01-31,9.71273055,,1889.47826087,,22.17,21.35,20.46,18.9,,,,49134.89081056,383.018
1991-02-28,9.01084625,,1896.6,,22.44,22.09,21.15,19.32,,,,55126.07101692,391.33
1991-03-31,9.52381208,,1909.61904762,,26.21,24.21,23.45,19.97,,,,47753.213926,408.11
1991-04-30,10.28917489,,1920.31818182,,25.56,25.28,24.18,20.53,,,,60638.6976522,413.723
1991-05-31,9.60640356,,1935.60869565,,24.61,25.66,24.17,20.93,,,,49404.29361084,397.6
1991-06-30,8.68993696,,1945.35,,23.71,25.01,24.72,21.47,,,,50388.43004516,346.266
1991-07-31,8.30649885,,1952.15652174,,23.29,24.44,24.41,21.79,,,,61764.74846535,339.958
1991-08-31,9.73112041,,1958.38636364,,21.1,23.54,24.54,22.11,,,,50839.40087452,300.98
1991-09-30,9.29935478,,1965.29761905,,20.9,22.61,23.58,22.21,,,,65110.66545255,249.187
1991-10-31,9.0163969,,1974.20652174,,20.99,21.89,23.11,22.47,,,,51204.82000276,226.684
1991-11-30,9.86800578,,1978.72619048,,20.93,21.84,22.83,22.7,,,,52049.15270244,241.318
1991-12-31,9.98742806,,1986.97727273,,20.97,21.88,22.65,22.76,,,,64642.3694678,247.39
1992-01-31,9.66333538,,1996.13043478,,20.19,21.57,22.36,22.66,,,,52794.3044696,282.241
1992-02-29,9.5711727,,2005.9875,,20.08,21.46,22.13,22.6,,,,52037.47259416,280.995
1992-03-31,10.24843923,,2012.46590909,,20.3,21.29,21.96,22.53,,,,65938.9251038,278.688
1992-04-30,9.20731427,,2016.76136364,,20.13,21.13,21.76,22.41,,,,52253.94696032,277.274
1992-05-31,9.1296298,,2025.9047619,,19.29,20.83,21.29,22.09,,,,52702.0858344,299.223
1992-06-30,9.32767752,,2030.35227273,,18.38,20.09,20.68,21.45,,,,65774.6644857,313.558
1992-07-31,7.49108903,,2033.0923913,,17.9,19.42,20.45,21.19,,,,54252.55104568,317.186
1992-08-31,5.71761218,,2033.28214286,,17.53,18.88,19.95,20.93,,,,67867.9339714,301.279
1992-09-30,5.76923165,,2038.21590909,,16.96,18.48,19.27,20.49,,,,53817.76613148,298.392
1992-10-31,5.37883056,,2043.70454545,,16.5,17.97,18.72,19.89,,,,54606.524432,307.577
1992-11-30,4.51945394,,2057.77142857,,16.18,17.39,18.14,19.5,,,,68688.6996522,285.604
1992-12-31,5.02570533,,2065.07065217,,15.69,16.72,17.78,18.93,,,,54591.13568696,274.335
1993-01-31,7.61796589,,2065.05357143,,15.42,16.35,17.12,18.43,,,,55748.65178868,280.146
1993-02-28,9.52920485,,2064.73125,,15.1,16.14,16.8,18.12,,,,55827.43118756,300.378
1993-03-31,10.42253693,,2069.13586957,,14.75,15.71,16.27,17.73,,,,72316.77913375,310.758
1993-04-30,9.60357584,,2071.48295455,,14.74,15.52,15.99,17.32,,,,58035.77186236,314.099
1993-05-31,9.5928642,,2077.73214286,,14.48,15.26,15.68,16.91,,,,74147.69287195,341.85
1993-06-30,9.14131081,,2084.56818182,,14.33,15.19,15.48,16.61,,,,59670.18517732,360.346
1993-07-31,9.73452311,,2093.60227273,,13.66,14.9,15.22,16.05,,,,61231.9119334,356.721
1993-08-31,9.82338216,,2097.05227273,,12.88,14.47,14.92,15.68,,,,80755.28665825,417.301
1993-09-30,9.91737456,,2103.725,,12.16,13.76,14.52,15.3,,,,65792.67013112,419.961
1993-10-31,10.15371105,,2103.925,,11.19,13.06,14.03,14.87,,,,67469.62544824,466.147
1993-11-30,10.29013769,,2098.42954545,,10.72,12.42,13.54,14.5,,,,85290.15576105,518.779
1993-12-31,10.1686184,,2104.82608696,,10.6,11.79,13.08,14.2,,,,68348.7675236,588.765
1994-01-31,8.39941057,9.00965432,2110.0197619,,10.49,11.65,12.68,13.87,,,,87560.4200537,592.015
1994-02-28,8.13051143,9.00965432,2124.9425,,10.19,11.66,12.31,13.61,,,,73576.88990764,546.228
1994-03-31,7.24488378,9.00965432,2149.58043478,,10.37,11.53,11.94,13.4,,,,69488.4631384,492.373
1994-04-30,7.3866997,10.71745175,2157.77380952,,10.88,11.43,11.82,13.16,,,,72403.07645524,462.4
1994-05-31,7.78628152,10.71745175,2161.35568182,,11.16,11.58,11.79,12.93,,,,91429.03464745,501.79
1994-06-30,7.6649294,10.71745175,2167.38522727,,11.89,12.07,11.89,12.72,,,,73398.09712928,457.295
1994-07-31,8.36689535,6.90746838,2167.48452381,,12.5,12.51,12.04,12.61,,,,74811.62338452,451.084
1994-08-31,8.99498706,6.90746838,2164.85326087,,12.88,12.94,12.27,12.51,,,,95658.45084425,510.259
1994-09-30,9.3233056,6.90746838,2176.04886364,,13.27,13.35,12.57,12.5,,,,77565.46835552,497.97
1994-10-31,9.61632632,3.91770056,2172.9297619,,13.47,13.67,12.84,12.61,,,,100751.4952594,523.494
1994-11-30,9.67735629,3.91770056,2175.5,,13.74,13.74,13.01,12.75,,,,80785.39906096,482.632
1994-12-31,9.67419877,3.91770056,2188.95818182,,14.43,14.27,13.33,12.99,,,,80898.67901368,469.64
1995-01-31,9.50286265,8.12815622,2213.98636364,,15.13,14.69,13.6,13.25,,,,99811.31058985,433.831
1995-02-28,9.00378534,8.12815622,2218.08125,,15.65,15.35,14.04,13.51,,,,84331.6669952,453.576
1995-03-31,8.94391291,8.12815622,2226.27717391,,16.16,15.92,14.57,13.87,,,,79699.46025572,428.641
1995-04-30,10.43634577,7.34149447,2230.05,,16.53,16.39,14.93,14.19,,,,81233.07036004,416.449
1995-05-31,10.48155295,7.34149447,2228.99673913,,16.95,16.73,15.3,14.48,,,,102937.433544,475.28
1995-06-30,10.51390197,7.34149447,2227.375,,17.33,17.09,15.73,14.85,,,,83700.11227096,492.277
1995-07-31,9.76748362,7.84558331,2230.28571429,,17.51,17.42,16.11,15.13,,,,106418.60470515,512.061
1995-08-31,9.17477928,7.84558331,2251.85978261,,17.28,17.61,16.5,15.44,,,,86019.19858416,500.746
1995-09-30,8.94079804,7.84558331,2271.36904762,,16.92,17.6,16.72,15.66,,,,87010.79616904,493.24
1995-10-31,8.72723496,9.54450156,2266.52272727,,16.9,17.41,16.83,15.94,,,,111995.08599435,488.446
1995-11-30,8.68783676,9.54450156,2282.32954545,,16.82,17.25,16.91,16.22,,,,88947.55956576,481.732
1995-12-31,8.95584832,9.54450156,2286.01190476,,16.88,17.15,16.95,16.28,16.4497,,,90241.70979952,513.847
1996-01-31,11.08143595,5.73857805,2290.44285714,,17.03,17.2,16.9,16.52,16.1946545454545,,,112729.74079715,578.555
1996-02-29,11.11599556,5.73857805,2301.28571429,,17.16,17.22,16.87,16.6,16.30155,,,91720.26672972,585.209
1996-03-31,9.69429047,5.73857805,2330.83333333,,17.15,17.29,16.88,16.68,15.7678666666667,,,90549.84835656,585.705
1996-04-30,8.20449781,6.67200902,2329.69047619,,17.1,17.38,16.89,16.76,15.8468476190476,,,116702.93216635,623.909
1996-05-31,8.37612607,6.67200902,2329.55217391,,17.09,17.38,16.91,16.77,15.62755,,,93280.37476508,617.466
1996-06-30,7.38058787,6.67200902,2329.8925,,16.94,17.35,16.9,16.42,15.04961,,,95177.59385372,594.259
1996-07-31,7.37286,8.41183107,2334.1173913,,16.85,17.35,16.95,16.45,14.9981608695652,,,122528.19122275,536.029
1996-08-31,6.9678485,8.41183107,2341.96590909,,16.9,17.26,16.94,16.84,14.7633772727273,,,99514.55611236,547.61
1996-09-30,6.81822892,8.41183107,2329.12142857,,16.88,17.25,16.93,16.85,14.774980952381,,,129974.78175025,573.939
1996-10-31,6.52173376,10.27555094,2323.86391304,,16.9,17.18,16.92,16.84,14.755747826087,,,104232.13932328,568.029
1996-11-30,6.53615083,10.27555094,2337.55357143,,16.77,17.18,16.89,16.86,14.1005952380952,,,104169.45063056,613.013
1996-12-31,6.03058695,10.27555094,2355.27045455,,16.43,17.03,16.78,16.7,13.4619238095238,,,132713.04584135,637.432
1997-01-31,4.60736512,7.54668209,2369.83181818,,16.29,16.85,16.68,16.6,12.9882772727273,,,109633.53685904,691.116
1997-02-28,3.99368561,7.54668209,2384.34722222,,16.17,16.66,16.51,16.49,13.206735,,,106309.24288044,705.374
1997-03-31,4.7372593,7.54668209,2409.15789474,,15.92,16.47,16.37,16.39,11.3877947368421,,,130766.4260908,662.236
1997-04-30,4.88289451,5.19929488,2425.3,,15.59,16.25,16.17,16.36,13.27283,,,107623.72150632,652.049
1997-05-31,4.49523807,5.19929488,2436.75,,15.51,16.06,15.99,16.28,13.5556210526316,,,107594.58543816,696.028
1997-06-30,5.2442956,5.19929488,2445.47619048,,15.46,15.93,15.83,16.16,13.0383857142857,,,139293.6886969,724.556
1997-07-31,5.36705138,5.30273456,2511.72727273,,15.42,15.84,15.71,16.07,14.48665,,,106102.48130596,721.27
1997-08-31,6.39562143,5.30273456,2722.88888889,,27.08,21.73,15.97,16.15,35.2330904761905,,,87145.84011984,493.962
1997-09-30,7.32860373,5.30273456,3003.18181818,,31.84,26.22,16.37,16.42,29.9222809090909,,,102586.00968595,546.688
1997-10-31,8.39878519,1.08400536,3590.17391304,,30.68,27.73,16.66,16.37,25.0004313043478,,,75173.1156958,500.418
1997-11-30,8.79253497,1.08400536,3440.73684211,,27.45,26.51,16.67,16.14,21.7815494444444,,,78000.64328328,401.708
1997-12-31,10.32335236,1.08400536,4827.40909091,,25.39,23.92,16.96,15.92,25.417580952381,,,82235.70596085,401.712
1998-01-31,16.23898872,-4.48921776,9261.9,,25.65,22.86,17.3,17.19,32.0873015789474,,,35366.60293964,485.938
1998-02-28,30.00000749,-4.48921776,8901.25,,28.61,24.0,17.91,18.7,36.6294152631579,,,41719.90862644,482.378
1998-03-31,36.83013173,-4.48921776,9385.27272727,,44.54,27.26,19.05,19.5,39.0090568181818,,,58776.88603765,541.425
1998-04-30,42.65706793,-13.34238871,7967.23684211,,50.57,29.4,19.23,19.83,47.2458457894737,,,48445.412649,460.135
1998-05-31,49.66034628,-13.34238871,9557.58823529,,57.43,32.95,21.74,20.51,56.963199375,,,39614.68290744,420.465
1998-06-30,56.66292436,-13.34238871,13176.86363636,,52.92,40.63,23.71,21.69,56.6538557142857,,,35845.65108885,445.92
1998-07-31,68.726501,-16.00050618,13876.13636364,,50.99,43.01,27.44,22.18,66.2586977272728,,,32405.71270724,481.717
1998-08-31,77.69941009,-16.00050618,12112.5,,55.43,44.35,30.76,21.99,70.0053805263158,,,47778.8168466,342.436
1998-09-30,82.41558573,-16.00050618,10948.90909091,,61.76,47.38,34.58,22.97,70.5359514285714,,,38922.97561252,276.15
